"person","place","date","dbin","dbout"
"http://dbpedia.org/resource/Jim_Graner","http://dbpedia.org/resource/Cleveland","1976-01-15","30","95"
"http://dbpedia.org/resource/John_Kenley","http://dbpedia.org/resource/Cleveland","2009-10-23","19","77"
"http://dbpedia.org/resource/Lou_Gordon_(American_football)","http://dbpedia.org/resource/Chicago","1976-04-04","6","57"
"http://dbpedia.org/resource/Robert_Haslam_(Pony_Express)","http://dbpedia.org/resource/Chicago","1912","-1","-1"
"http://dbpedia.org/resource/Robert_Robertson_(chemist)","http://dbpedia.org/resource/City_of_London","1949","7","84"
"http://dbpedia.org/resource/Robert_Robertson_(chemist)","http://dbpedia.org/resource/City_of_London","1949-04-28","7","84"
"http://dbpedia.org/resource/William_Meyer_(Medal_of_Honor)","http://dbpedia.org/resource/Chicago","1926-09-06","2","60"
"http://dbpedia.org/resource/Allan_Ellis_(American_football)","http://dbpedia.org/resource/Chicago","2013-09-18","-1","-1"
"http://dbpedia.org/resource/Arnold_Horween","http://dbpedia.org/resource/Chicago","1985-08-05","19","116"
"http://dbpedia.org/resource/Bertram_Cohler","http://dbpedia.org/resource/Chicago","2012-05-09","5","102"
"http://dbpedia.org/resource/Bill_Cissell","http://dbpedia.org/resource/Chicago","1949-03-15","24","71"
"http://dbpedia.org/resource/Cleofonte_Campanini","http://dbpedia.org/resource/Chicago","1919-12-19","15","43"
"http://dbpedia.org/resource/Feliksas_Kriaučiūnas","http://dbpedia.org/resource/Chicago","1977-10-28","-1","-1"
"http://dbpedia.org/resource/Francis_W._Palmer","http://dbpedia.org/resource/Chicago","1907-12-03","23","93"
"http://dbpedia.org/resource/Frank_Bacon_(actor)","http://dbpedia.org/resource/Chicago","1922-11-19","-1","-1"
"http://dbpedia.org/resource/Herb_Juul","http://dbpedia.org/resource/Chicago","1928-11-14","16","63"
"http://dbpedia.org/resource/John_Carbine","http://dbpedia.org/resource/Chicago","1915-09-11","6","43"
"http://dbpedia.org/resource/John_E._Smith","http://dbpedia.org/resource/Chicago","1897-01-29","24","111"
"http://dbpedia.org/resource/Julius_Kahn_(inventor)","http://dbpedia.org/resource/Cleveland","1942-04-30","-1","-1"
"http://dbpedia.org/resource/Julius_Kahn_(inventor)","http://dbpedia.org/resource/Cleveland","1942-11-04","-1","-1"
"http://dbpedia.org/resource/Louise_Clapp","http://dbpedia.org/resource/Cleveland","1967-10-17","8","35"
"http://dbpedia.org/resource/Lovie_Austin","http://dbpedia.org/resource/Chicago","1972-07-10","27","78"
"http://dbpedia.org/resource/Margery_Maude","http://dbpedia.org/resource/Cleveland","1979-08-07","4","35"
"http://dbpedia.org/resource/Marty_Honan","http://dbpedia.org/resource/Chicago","1908-08-20","6","43"
"http://dbpedia.org/resource/Oscar_Brown","http://dbpedia.org/resource/Chicago","2005-05-29","111","158"
"http://dbpedia.org/resource/Paul_Bascomb","http://dbpedia.org/resource/Chicago","1986-12-02","22","40"
"http://dbpedia.org/resource/Paul_Collard","http://dbpedia.org/resource/Chicago","2005-12-28","2","35"
"http://dbpedia.org/resource/Paul_Collard","http://dbpedia.org/resource/Chicago","2006-12-26","2","35"
"http://dbpedia.org/resource/Peter_Huttenlocher","http://dbpedia.org/resource/Chicago","2013-08-15","-1","-1"
"http://dbpedia.org/resource/Reinhard_Oehme","http://dbpedia.org/resource/Chicago","2010","11","139"
"http://dbpedia.org/resource/Troy_Lee_James","http://dbpedia.org/resource/Cleveland","2007-11-01","21","32"
"http://dbpedia.org/resource/Bill_Geiss","http://dbpedia.org/resource/Chicago","1924-09-18","9","92"
"http://dbpedia.org/resource/Catharine_Van_Valkenburg_Waite","http://dbpedia.org/resource/Chicago","1909","9","24"
"http://dbpedia.org/resource/Ken_Landenberger","http://dbpedia.org/resource/Cleveland","1960-07-28","11","80"
"http://dbpedia.org/resource/Robert_M._Strozier","http://dbpedia.org/resource/Chicago","1960-04-20","6","52"
"http://dbpedia.org/resource/Francis_Joseph_Wing","http://dbpedia.org/resource/Cleveland","1918-02-02","5","56"
"http://dbpedia.org/resource/Harold_Richman","http://dbpedia.org/resource/Chicago","2009-07-30","2","55"
"http://dbpedia.org/resource/Eliza_Bryant","http://dbpedia.org/resource/Cleveland","1907-05-13","6","35"
"http://dbpedia.org/resource/Ping_Tom","http://dbpedia.org/resource/Chicago","1995-07-07","5","81"
"http://dbpedia.org/resource/Hippo_Vaughn","http://dbpedia.org/resource/Chicago","1966-05-29","59","89"
"http://dbpedia.org/resource/Barry_Byrne","http://dbpedia.org/resource/Chicago","1967-12-18","34","70"
"http://dbpedia.org/resource/Edward_N._Kirk","http://dbpedia.org/resource/Chicago","1863-07-21","10","88"
"http://dbpedia.org/resource/Jelly_Taylor","http://dbpedia.org/resource/Cleveland","1910-07-07","4","40"
"http://dbpedia.org/resource/Jelly_Taylor","http://dbpedia.org/resource/Cleveland","1976","4","40"
"http://dbpedia.org/resource/Ira_Hutchinson","http://dbpedia.org/resource/Chicago","1973-08-21","60","42"
"http://dbpedia.org/resource/Jack_Kading","http://dbpedia.org/resource/Chicago","1964-06-02","6","52"
"http://dbpedia.org/resource/Frederick_W._Pelton","http://dbpedia.org/resource/Cleveland","1902-03-15","3","46"
"http://dbpedia.org/resource/Charlie_Getzein","http://dbpedia.org/resource/Chicago","1932-06-19","30","106"
"http://dbpedia.org/resource/Hank_Riebe","http://dbpedia.org/resource/Cleveland","2001-04-16","9","80"
"http://dbpedia.org/resource/Hermann_Lieb","http://dbpedia.org/resource/Chicago","1908-03-05","13","73"
"http://dbpedia.org/resource/Blair_Barnes","http://dbpedia.org/resource/Chicago","2010-06-29","8","61"
"http://dbpedia.org/resource/James_Benton_Parsons","http://dbpedia.org/resource/Chicago","1993-06-19","12","49"
"http://dbpedia.org/resource/Stanley_Tolliver","http://dbpedia.org/resource/Cleveland","2011-01-03","1","120"
"http://dbpedia.org/resource/Gus_Winkler","http://dbpedia.org/resource/Chicago","1933-10-09","15","72"
"http://dbpedia.org/resource/David_Speer","http://dbpedia.org/resource/Chicago","2012","1","34"
"http://dbpedia.org/resource/David_Speer","http://dbpedia.org/resource/Chicago","2012-11-17","1","34"
"http://dbpedia.org/resource/Erica_Andrews","http://dbpedia.org/resource/Chicago","2013-03-11","15","146"
"http://dbpedia.org/resource/Harry_A._Millis","http://dbpedia.org/resource/Chicago","1948-06-25","7","158"
"http://dbpedia.org/resource/Arthur_H._Day","http://dbpedia.org/resource/Cleveland","1967-01-11","6","84"
"http://dbpedia.org/resource/William_Bross","http://dbpedia.org/resource/Chicago","1890-01-27","-1","-1"
"http://dbpedia.org/resource/Charles_Spearman_(baseball)","http://dbpedia.org/resource/Cleveland","1970","4","41"
"http://dbpedia.org/resource/Warren_Burtis","http://dbpedia.org/resource/Chicago","1911-11-04","2","27"
"http://dbpedia.org/resource/Aleksandrs_Klinklāvs","http://dbpedia.org/resource/Chicago","1982-10-06","-1","-1"
"http://dbpedia.org/resource/Irene_Woodall","http://dbpedia.org/resource/Chicago","2015-04-22","-1","-1"
"http://dbpedia.org/resource/Jay_Budd","http://dbpedia.org/resource/Cleveland","1923-08-22","4","31"
"http://dbpedia.org/resource/Rube_Currie","http://dbpedia.org/resource/Chicago","1966-06-11","16","48"
"http://dbpedia.org/resource/Samuel_Deutsch","http://dbpedia.org/resource/Cleveland","1958-09-04","9","54"
"http://dbpedia.org/resource/William_Douglas_McHugh","http://dbpedia.org/resource/Chicago","1923-12-26","6","31"
"http://dbpedia.org/resource/Bernhard_Ziehn","http://dbpedia.org/resource/Chicago","1912-09-08","-1","-1"
"http://dbpedia.org/resource/Ed_Zmich","http://dbpedia.org/resource/Cleveland","1950-08-20","7","44"
"http://dbpedia.org/resource/Gaylon_Smith","http://dbpedia.org/resource/Cleveland","1958-03-10","5","54"
"http://dbpedia.org/resource/Victor_Channing_Sanborn","http://dbpedia.org/resource/Chicago","1921-01-13","-1","-1"
"http://dbpedia.org/resource/Ifti_Nasim","http://dbpedia.org/resource/Chicago","2011-07-22","4","68"
"http://dbpedia.org/resource/Maurice_Morton","http://dbpedia.org/resource/Cleveland","1994-03-23","-1","-1"
"http://dbpedia.org/resource/Maxwell_Street_Jimmy_Davis","http://dbpedia.org/resource/Chicago","1995-12-28","8","92"
"http://dbpedia.org/resource/Samuel_Glazer","http://dbpedia.org/resource/Cleveland","2012-03-12","8","72"
"http://dbpedia.org/resource/Emil_Liebling","http://dbpedia.org/resource/Chicago","1914-01-20","-1","-1"
"http://dbpedia.org/resource/Harry_McNeal","http://dbpedia.org/resource/Cleveland","1945-01-11","3","49"
"http://dbpedia.org/resource/Harry_Spence","http://dbpedia.org/resource/Chicago","1908-05-17","-1","-1"
"http://dbpedia.org/resource/Tom_Kane_(baseball)","http://dbpedia.org/resource/Chicago","1973-11-26","5","51"
"http://dbpedia.org/resource/W._S._Peters","http://dbpedia.org/resource/Chicago","1933-04-02","8","42"
"http://dbpedia.org/resource/William_Joseph_Lynch","http://dbpedia.org/resource/Chicago","1976-08-09","4","32"
"http://dbpedia.org/resource/Rene_Capo","http://dbpedia.org/resource/Chicago","2009-07-06","14","68"
"http://dbpedia.org/resource/Battling_Nelson","http://dbpedia.org/resource/Chicago","1954-02-07","27","41"
"http://dbpedia.org/resource/Bill_Phillips_(first_baseman)","http://dbpedia.org/resource/Chicago","1900-10-07","22","105"
"http://dbpedia.org/resource/Claude_McKay","http://dbpedia.org/resource/Chicago","1948-05-22","108","183"
"http://dbpedia.org/resource/Gwendolyn_Brooks","http://dbpedia.org/resource/Chicago","2000-12-03","171","132"
"http://dbpedia.org/resource/Ahmed_Sékou_Touré","http://dbpedia.org/resource/Cleveland","1984-03-26","198","147"
"http://dbpedia.org/resource/Bob_Jeter","http://dbpedia.org/resource/Chicago","2008-11-20","26","70"
"http://dbpedia.org/resource/Daddy_Stovepipe","http://dbpedia.org/resource/Chicago","1963-11-01","6","113"
"http://dbpedia.org/resource/George_Flynn_(baseball)","http://dbpedia.org/resource/Chicago","1901-12-28","5","55"
"http://dbpedia.org/resource/George_Washington_Crile","http://dbpedia.org/resource/Cleveland","1943-01-07","26","59"
"http://dbpedia.org/resource/John_Rice_(umpire)","http://dbpedia.org/resource/Chicago","2011-01-01","20","45"
"http://dbpedia.org/resource/Philip_Danforth_Armour","http://dbpedia.org/resource/Chicago","1901-01-06","62","84"
"http://dbpedia.org/resource/Steve_Evans_(baseball)","http://dbpedia.org/resource/Cleveland","1943-12-28","23","68"
"http://dbpedia.org/resource/Theodore_Frelinghuysen_Singiser","http://dbpedia.org/resource/Chicago","1907-01-23","17","54"
"http://dbpedia.org/resource/Walter_Ball_(baseball)","http://dbpedia.org/resource/Chicago","1946-12-15","17","57"
"http://dbpedia.org/resource/Walter_Ball_(baseball)","http://dbpedia.org/resource/Chicago","1946-12-16","17","57"
"http://dbpedia.org/resource/Ross_Barnes","http://dbpedia.org/resource/Chicago","1915-02-05","61","87"
"http://dbpedia.org/resource/Frank_Blattner","http://dbpedia.org/resource/Chicago","1954-01-24","3","28"
"http://dbpedia.org/resource/Haydee_Yorac","http://dbpedia.org/resource/Chicago","2005-09-13","19","73"
"http://dbpedia.org/resource/Herold_Juul","http://dbpedia.org/resource/Chicago","1942-01-04","3","36"
"http://dbpedia.org/resource/Herold_Juul","http://dbpedia.org/resource/Chicago","1942-01-09","3","36"
"http://dbpedia.org/resource/Lester_L._Bond","http://dbpedia.org/resource/Chicago","1903-04-15","5","43"
"http://dbpedia.org/resource/Dutch_Henry","http://dbpedia.org/resource/Cleveland","1968-08-23","18","45"
"http://dbpedia.org/resource/Ed_Kusel","http://dbpedia.org/resource/Cleveland","1948-10-20","3","38"
"http://dbpedia.org/resource/Dan_O'Leary","http://dbpedia.org/resource/Chicago","1922-06-24","15","77"
"http://dbpedia.org/resource/Hal_Block","http://dbpedia.org/resource/Chicago","1981-06-16","10","144"
"http://dbpedia.org/resource/Henry_Hosmer","http://dbpedia.org/resource/Chicago","1892-01-01","2","42"
"http://dbpedia.org/resource/John_Shearon","http://dbpedia.org/resource/Chicago","1932-02-12","5","54"
"http://dbpedia.org/resource/Kolbjørn_Saether","http://dbpedia.org/resource/Chicago","2007-05-03","-1","-1"
"http://dbpedia.org/resource/Lovie_Lee","http://dbpedia.org/resource/Chicago","1997-05-23","4","79"
"http://dbpedia.org/resource/William_Wilson_Talcott","http://dbpedia.org/resource/Chicago","1922-08-24","3","77"
"http://dbpedia.org/resource/Atlee_Pomerene","http://dbpedia.org/resource/Cleveland","1937-11-12","51","74"
"http://dbpedia.org/resource/Robert_J._Bulkley","http://dbpedia.org/resource/Cleveland","1965-07-21","56","57"
"http://dbpedia.org/resource/Amos_Cross","http://dbpedia.org/resource/Cleveland","1860-02-08","9","46"
"http://dbpedia.org/resource/Amos_Cross","http://dbpedia.org/resource/Cleveland","1888-07-16","9","46"
"http://dbpedia.org/resource/Edward_Fountain","http://dbpedia.org/resource/Cleveland","1923-01-05","1","27"
"http://dbpedia.org/resource/Harvey_Rice","http://dbpedia.org/resource/Cleveland","1891-11-07","5","44"
"http://dbpedia.org/resource/Meyer_Morton","http://dbpedia.org/resource/Chicago","1948-02-08","9","75"
"http://dbpedia.org/resource/Stefan_Łodzieski","http://dbpedia.org/resource/Cleveland","1951-04-24","-1","-1"
"http://dbpedia.org/resource/Frank_Rattray_Lillie","http://dbpedia.org/resource/Chicago","1947-11-05","16","49"
"http://dbpedia.org/resource/Helen_Morgan","http://dbpedia.org/resource/Chicago","1941-10-09","102","59"
"http://dbpedia.org/resource/Leo_Kadanoff","http://dbpedia.org/resource/Chicago","2015-10-26","45","76"
"http://dbpedia.org/resource/Earl_Hooker","http://dbpedia.org/resource/Chicago","1970-04-21","74","157"
"http://dbpedia.org/resource/Papa_Charlie_McCoy","http://dbpedia.org/resource/Chicago","1950-07-26","34","86"
"http://dbpedia.org/resource/Buckner_Stith_Morris","http://dbpedia.org/resource/Chicago","1879-12-16","20","49"
"http://dbpedia.org/resource/DeWitt_Clinton_Cregier","http://dbpedia.org/resource/Chicago","1898-11-09","14","26"
"http://dbpedia.org/resource/Edward_Joseph_Kelly","http://dbpedia.org/resource/Chicago","1950-10-20","37","54"
"http://dbpedia.org/resource/George_Bell_Swift","http://dbpedia.org/resource/Chicago","1912-07-02","16","39"
"http://dbpedia.org/resource/Carl_R._Chindblom","http://dbpedia.org/resource/Chicago","1956-09-12","25","39"
"http://dbpedia.org/resource/Charlie_Hallstrom","http://dbpedia.org/resource/Chicago","1949-05-06","7","51"
"http://dbpedia.org/resource/Daniel_R._Tilden","http://dbpedia.org/resource/Cleveland","1890-03-04","15","54"
"http://dbpedia.org/resource/Edwin_Michael_Conway","http://dbpedia.org/resource/Chicago","2004-08-09","-1","-1"
"http://dbpedia.org/resource/Jay_McMullen_(Chicago_journalist)","http://dbpedia.org/resource/Chicago","1992-03-18","2","13"
"http://dbpedia.org/resource/Joe_Zeller","http://dbpedia.org/resource/Chicago","1983-09-23","2","41"
"http://dbpedia.org/resource/María_Ruiz_de_Burton","http://dbpedia.org/resource/Chicago","1895-08-12","21","98"
"http://dbpedia.org/resource/Sherman_Barton","http://dbpedia.org/resource/Chicago","1947-06-11","10","33"
"http://dbpedia.org/resource/Sherman_Barton","http://dbpedia.org/resource/Chicago","1947-07-11","10","33"
"http://dbpedia.org/resource/Frank_Naleway","http://dbpedia.org/resource/Chicago","1949-01-28","4","38"
"http://dbpedia.org/resource/Jack_Karwales","http://dbpedia.org/resource/Chicago","2004-12-31","4","70"
"http://dbpedia.org/resource/Jimmy_O'Bryant","http://dbpedia.org/resource/Chicago","1928-06-24","6","31"
"http://dbpedia.org/resource/John_D._Hertz","http://dbpedia.org/resource/Chicago","1961-10-08","87","133"
"http://dbpedia.org/resource/Larry_Twitchell","http://dbpedia.org/resource/Cleveland","1930-04-23","21","94"
"http://dbpedia.org/resource/Larry_Twitchell","http://dbpedia.org/resource/Cleveland","1930-08-23","21","94"
"http://dbpedia.org/resource/Otto_Denning","http://dbpedia.org/resource/Chicago","1992-05-25","13","27"
"http://dbpedia.org/resource/Red_Ormsby","http://dbpedia.org/resource/Chicago","1962-10-11","11","54"
"http://dbpedia.org/resource/Tom_Johnson_(baseball","_born_1889)","http://dbpedia.org/resource/Chicago","1926-09-22","4","37"
"http://dbpedia.org/resource/Walter_Blair_(academic)","http://dbpedia.org/resource/Chicago","1992-06-29","1","18"
"http://dbpedia.org/resource/Bill_McClellan","http://dbpedia.org/resource/Chicago","1929-07-03","15","91"
"http://dbpedia.org/resource/Cecil_V._Thomas","http://dbpedia.org/resource/Cleveland","1947-11-28","-1","-1"
"http://dbpedia.org/resource/E._K._Brown","http://dbpedia.org/resource/Chicago","1951-04-24","13","57"
"http://dbpedia.org/resource/E._K._Brown","http://dbpedia.org/resource/Chicago","1953-02-24","13","57"
"http://dbpedia.org/resource/Edward_Shils","http://dbpedia.org/resource/Chicago","1995-01-23","28","60"
"http://dbpedia.org/resource/Howard_Keys","http://dbpedia.org/resource/Cleveland","1971-10-21","10","37"
"http://dbpedia.org/resource/Jim_Andrews","http://dbpedia.org/resource/Chicago","1907-12-27","14","52"
"http://dbpedia.org/resource/Karl_Pojello","http://dbpedia.org/resource/Chicago","1954-09-04","-1","-1"
"http://dbpedia.org/resource/Mahavir_Shah","http://dbpedia.org/resource/Chicago","2000-08-31","22","31"
"http://dbpedia.org/resource/Philip_Wadsworth","http://dbpedia.org/resource/Chicago","1901-09-12","-1","-1"
"http://dbpedia.org/resource/Ruth_Grulkowski","http://dbpedia.org/resource/Chicago","2012-06-24","4","29"
"http://dbpedia.org/resource/Ruth_Grulkowski","http://dbpedia.org/resource/Chicago","2013-06-24","4","29"
"http://dbpedia.org/resource/Silas_Leachman","http://dbpedia.org/resource/Chicago","1936-04-28","2","5"
"http://dbpedia.org/resource/Tony_Genna","http://dbpedia.org/resource/Chicago","1925-07-08","-1","-1"
"http://dbpedia.org/resource/Peter_Alfred_Gross","http://dbpedia.org/resource/Chicago","1914","5","25"
"http://dbpedia.org/resource/Ski_Melillo","http://dbpedia.org/resource/Chicago","1963-11-14","39","82"
"http://dbpedia.org/resource/Arthur_%22Big_Boy%22_Spires","http://dbpedia.org/resource/Chicago","1990-10-22","-1","-1"
